from_account,to_account,amount,device_id,ip_address,country,risk_score,timestamp
ACC0120,ACC0180,1337.18,D039,156.182.45.192,Singapore,0.35,2025-09-30 04:34:35
ACC0267,ACC0127,1037.74,D014,209.102.126.35,Cayman Islands,0.9,2025-09-18 23:18:39
ACC0218,ACC0211,133.77,D011,131.64.124.29,UK,0.3,2025-09-29 18:49:23
ACC0270,ACC0207,1042.7,D076,77.159.137.172,France,0.3,2025-10-02 09:53:12
ACC0226,ACC0251,1649.39,D094,42.134.192.127,Panama,0.85,2025-09-18 03:18:31
ACC0263,ACC0271,7352.6,D016,245.253.40.164,Panama,0.85,2025-10-01 16:38:26
ACC0057,ACC0062,586.29,D048,40.105.88.105,UAE,0.4,2025-09-26 13:53:15
ACC0151,ACC0249,292.86,D004,22.249.238.88,Germany,0.25,2025-09-25 14:50:41
ACC0111,ACC0094,14.15,D095,27.232.21.116,India,0.25,2025-10-05 05:10:31
ACC0294,ACC0159,1801.57,D073,131.223.194.223,India,0.25,2025-10-11 06:16:01
ACC0068,ACC0071,1525.74,D065,48.231.196.93,India,0.25,2025-09-16 04:37:25
ACC0210,ACC0199,15056.66,D030,198.81.175.32,Panama,0.85,2025-09-19 21:31:09
ACC0013,ACC0293,1126.48,D081,153.31.59.254,Singapore,0.35,2025-10-08 03:50:48
ACC0296,ACC0028,386.9,D073,239.14.40.178,France,0.3,2025-10-07 16:13:31
ACC0093,ACC0010,498.12,D036,237.158.123.31,Canada,0.2,2025-10-07 18:11:16
ACC0165,ACC0206,988.03,D076,97.121.56.116,USA,0.2,2025-09-13 00:35:33
ACC0271,ACC0163,191.14,D049,148.53.83.46,Singapore,0.35,2025-09-20 17:23:20
ACC0131,ACC0046,1904.81,D020,25.167.93.56,Singapore,0.35,2025-09-13 04:13:15
ACC0030,ACC0153,646.88,D050,92.76.106.251,UK,0.3,2025-09-17 17:30:00
ACC0027,ACC0104,1176.2,D031,202.139.108.253,UAE,0.4,2025-09-17 10:38:37
ACC0138,ACC0032,1110.71,D041,17.114.172.69,India,0.25,2025-09-12 18:15:40
ACC0138,ACC0284,500.17,D076,211.42.87.155,UK,0.3,2025-10-01 14:27:27
ACC0229,ACC0043,414.88,D082,105.148.53.210,France,0.3,2025-09-23 18:11:52
ACC0276,ACC0217,93.17,D072,222.168.84.177,India,0.25,2025-09-19 23:34:40
ACC0001,ACC0031,1199.76,D062,107.99.225.171,Singapore,0.35,2025-09-22 04:26:26
ACC0300,ACC0262,331.22,D037,27.86.32.111,USA,0.2,2025-09-17 19:50:33
ACC0072,ACC0285,429.59,D036,215.91.236.184,Panama,0.85,2025-09-28 11:45:47
ACC0134,ACC0232,1327.93,D035,63.127.255.163,Canada,0.2,2025-09-27 19:14:40
ACC0009,ACC0069,5143.68,D083,115.152.239.188,Cayman Islands,0.9,2025-10-05 14:15:47
ACC0202,ACC0276,1081.91,D011,218.181.123.182,UK,0.3,2025-09-17 20:21:13
ACC0181,ACC0193,779.63,D077,217.188.12.41,Cayman Islands,0.9,2025-10-04 07:38:24
ACC0190,ACC0099,9217.02,D057,59.33.218.167,Panama,0.85,2025-09-26 13:47:33
ACC0114,ACC0120,83.22,D064,190.190.165.63,Cayman Islands,0.9,2025-09-12 04:52:39
ACC0101,ACC0203,1142.51,D015,151.59.178.199,Singapore,0.35,2025-10-09 07:39:38
ACC0290,ACC0090,265.21,D009,76.248.155.229,UAE,0.4,2025-09-22 22:09:46
ACC0268,ACC0141,1983.98,D025,146.167.74.184,USA,0.2,2025-10-09 01:08:47
ACC0233,ACC0002,1709.18,D055,226.114.80.41,USA,0.2,2025-10-07 00:25:18
ACC0239,ACC0254,1520.45,D047,67.22.81.245,France,0.3,2025-10-02 05:58:19
ACC0273,ACC0230,789.8,D041,235.156.216.16,USA,0.2,2025-09-22 19:26:23
ACC0217,ACC0039,337.32,D032,170.170.34.17,Canada,0.2,2025-10-05 03:45:56
ACC0222,ACC0013,1682.61,D076,131.71.255.97,Cayman Islands,0.9,2025-09-14 11:58:58
ACC0171,ACC0267,1553.74,D031,205.34.170.124,UK,0.3,2025-10-09 23:04:18
ACC0064,ACC0044,761.02,D008,187.26.210.42,USA,0.2,2025-09-14 20:48:07
ACC0227,ACC0029,1256.11,D039,183.24.153.23,UAE,0.4,2025-09-26 04:10:01
ACC0196,ACC0206,1506.41,D013,163.211.178.169,UAE,0.4,2025-09-12 08:55:18
ACC0233,ACC0197,1761.08,D060,96.176.250.182,Panama,0.85,2025-09-13 02:49:25
ACC0233,ACC0265,393.04,D043,162.192.27.161,UAE,0.4,2025-09-21 06:08:29
ACC0294,ACC0065,520.01,D082,195.168.123.57,France,0.3,2025-09-23 15:51:26
ACC0071,ACC0023,630.22,D008,255.176.203.101,Germany,0.25,2025-09-26 23:07:29
ACC0299,ACC0278,303.34,D100,97.84.104.12,Germany,0.25,2025-10-06 23:42:20
ACC0075,ACC0030,1640.18,D031,23.118.98.60,France,0.3,2025-09-21 14:00:51
ACC0104,ACC0036,1339.04,D044,129.163.187.94,Canada,0.2,2025-10-09 22:27:41
ACC0290,ACC0172,843.2,D079,126.234.212.243,Singapore,0.35,2025-09-13 21:43:17
ACC0254,ACC0113,1389.51,D001,64.71.133.198,Canada,0.2,2025-09-27 22:48:26
ACC0193,ACC0106,5148.38,D052,17.152.39.46,Panama,0.85,2025-09-25 23:06:35
ACC0226,ACC0100,1826.29,D081,17.60.60.82,UAE,0.4,2025-09-20 07:27:34
ACC0113,ACC0135,686.24,D093,55.60.15.55,Germany,0.25,2025-09-24 13:34:11
ACC0052,ACC0011,764.06,D087,38.96.249.63,Germany,0.25,2025-09-26 15:59:57
ACC0234,ACC0123,1325.21,D048,214.169.235.121,Cayman Islands,0.9,2025-09-15 00:44:04
ACC0061,ACC0074,391.45,D017,105.91.163.119,Canada,0.2,2025-09-23 17:29:06
ACC0024,ACC0097,1581.28,D069,23.171.213.81,Singapore,0.35,2025-09-17 23:53:56
ACC0261,ACC0300,1457.32,D063,212.179.167.26,Canada,0.2,2025-09-19 23:38:18
ACC0261,ACC0199,754.79,D097,55.92.192.105,France,0.3,2025-10-07 08:47:15
ACC0248,ACC0254,1166.56,D061,212.159.176.19,Singapore,0.35,2025-09-21 21:58:09
ACC0113,ACC0104,797.84,D058,237.106.156.50,Canada,0.2,2025-09-30 00:25:50
ACC0131,ACC0282,1505.73,D011,142.100.68.159,Germany,0.25,2025-09-13 20:29:56
ACC0239,ACC0263,857.94,D080,114.104.215.137,Cayman Islands,0.9,2025-09-27 05:55:11
ACC0140,ACC0196,888.96,D004,29.101.240.31,Germany,0.25,2025-09-26 03:42:08
ACC0257,ACC0263,1573.89,D070,35.40.28.102,UK,0.3,2025-09-13 17:09:54
ACC0280,ACC0103,1353.46,D043,200.218.206.184,Canada,0.2,2025-09-25 04:20:18
ACC0098,ACC0071,9492.11,D097,210.113.252.113,Panama,0.85,2025-10-10 00:15:33
ACC0007,ACC0242,1978.66,D084,231.111.68.68,France,0.3,2025-09-22 01:05:10
ACC0243,ACC0120,1574.09,D067,194.218.128.97,UAE,0.4,2025-09-16 00:37:00
ACC0161,ACC0097,427.07,D055,152.17.105.45,Panama,0.85,2025-10-09 21:24:36
ACC0066,ACC0157,1004.6,D095,100.96.67.117,USA,0.2,2025-10-02 12:33:47
ACC0207,ACC0276,1178.04,D039,18.246.45.49,Cayman Islands,0.9,2025-09-27 21:20:02
ACC0291,ACC0294,416.37,D051,146.108.58.131,Panama,0.85,2025-09-17 03:08:13
ACC0169,ACC0292,195.55,D058,151.55.18.221,Singapore,0.35,2025-10-11 03:32:02
ACC0251,ACC0014,148.29,D024,82.62.69.84,Canada,0.2,2025-10-07 07:31:45
ACC0036,ACC0233,1041.88,D008,230.242.115.110,Cayman Islands,0.9,2025-09-19 11:31:25
ACC0057,ACC0067,961.72,D069,254.241.231.62,Panama,0.85,2025-09-18 03:56:46
ACC0106,ACC0159,325.97,D056,89.160.61.138,India,0.25,2025-10-04 03:17:13
ACC0142,ACC0104,897.01,D001,164.216.73.144,Germany,0.25,2025-09-27 19:45:01
ACC0292,ACC0252,1156.5,D059,83.175.235.245,India,0.25,2025-10-04 00:11:59
ACC0178,ACC0153,1648.62,D051,116.73.55.240,UAE,0.4,2025-10-11 20:16:45
ACC0222,ACC0235,1400.06,D050,188.252.21.71,Germany,0.25,2025-09-19 12:34:06
ACC0141,ACC0276,1399.11,D038,65.242.136.115,UK,0.3,2025-10-08 16:39:02
ACC0063,ACC0189,1013.75,D010,114.125.52.74,UK,0.3,2025-09-21 22:10:12
ACC0260,ACC0023,155.66,D060,201.128.107.97,USA,0.2,2025-10-01 05:49:52
ACC0100,ACC0204,508.71,D005,44.93.181.201,USA,0.2,2025-10-04 09:26:57
ACC0249,ACC0237,1101.37,D009,253.122.45.130,UK,0.3,2025-09-25 09:47:16
ACC0083,ACC0088,210.03,D003,146.199.110.53,UAE,0.4,2025-09-15 14:57:27
ACC0006,ACC0140,722.59,D020,18.238.182.146,India,0.25,2025-09-22 08:24:59
ACC0227,ACC0025,1285.61,D082,239.36.109.186,France,0.3,2025-09-26 19:47:16
ACC0228,ACC0027,106.84,D077,61.247.73.105,USA,0.2,2025-09-23 10:29:01
ACC0103,ACC0047,17307.9,D003,66.255.235.34,Cayman Islands,0.9,2025-09-20 00:09:42
ACC0086,ACC0023,224.29,D054,153.170.58.169,France,0.3,2025-09-21 21:52:32
ACC0278,ACC0203,472.49,D055,92.54.13.112,UK,0.3,2025-09-27 05:00:38
ACC0007,ACC0200,447.99,D028,81.176.169.104,India,0.25,2025-09-13 23:45:24
ACC0035,ACC0112,1537.41,D053,36.192.147.212,Singapore,0.35,2025-10-09 11:44:10
ACC0088,ACC0129,655.47,D013,109.183.246.207,UAE,0.4,2025-09-18 07:26:25
ACC0171,ACC0090,1956.26,D082,27.95.14.165,Cayman Islands,0.9,2025-10-10 06:10:53
ACC0230,ACC0196,1011.81,D066,13.69.15.167,Canada,0.2,2025-09-17 21:06:00
ACC0159,ACC0122,1516.92,D095,25.45.105.137,Panama,0.85,2025-09-26 06:08:43
ACC0104,ACC0078,1287.66,D049,195.163.252.123,Canada,0.2,2025-09-27 19:30:56
ACC0069,ACC0143,1046.54,D041,175.218.83.202,USA,0.2,2025-09-13 00:10:08
ACC0118,ACC0170,419.58,D044,244.180.73.215,Canada,0.2,2025-09-22 15:43:48
ACC0196,ACC0267,18048.0,D042,254.59.23.172,Cayman Islands,0.9,2025-09-18 17:27:39
ACC0105,ACC0065,1189.33,D012,248.62.70.139,Germany,0.25,2025-09-15 15:37:56
ACC0219,ACC0240,1446.13,D040,55.165.73.87,Germany,0.25,2025-09-25 17:01:27
ACC0296,ACC0230,551.0,D082,30.253.102.111,Canada,0.2,2025-09-30 04:38:12
ACC0086,ACC0242,1015.53,D057,204.49.219.254,Panama,0.85,2025-10-05 06:08:08
ACC0011,ACC0196,1520.13,D055,162.147.49.151,UK,0.3,2025-09-20 09:16:07
ACC0132,ACC0195,912.67,D060,165.133.28.95,Singapore,0.35,2025-09-18 11:46:49
ACC0241,ACC0101,18.32,D020,196.195.105.135,Canada,0.2,2025-10-01 11:54:18
ACC0213,ACC0203,774.23,D096,160.28.114.236,Cayman Islands,0.9,2025-09-13 17:48:02
ACC0064,ACC0198,396.51,D073,75.207.243.202,Germany,0.25,2025-09-28 18:41:15
ACC0261,ACC0251,1395.95,D082,247.118.198.73,Cayman Islands,0.9,2025-09-23 14:55:32
ACC0245,ACC0018,1397.97,D047,76.164.126.251,USA,0.2,2025-09-19 00:15:34
ACC0131,ACC0127,1904.04,D078,13.39.207.33,UAE,0.4,2025-09-30 12:21:42
ACC0204,ACC0042,1753.25,D067,119.74.187.87,Canada,0.2,2025-10-06 03:51:35
ACC0273,ACC0196,1470.53,D076,246.196.232.32,Singapore,0.35,2025-09-17 03:52:39
ACC0294,ACC0177,1499.97,D019,111.188.88.11,Singapore,0.35,2025-09-20 00:45:46
ACC0252,ACC0001,1549.75,D013,116.177.83.197,UK,0.3,2025-10-02 18:39:24
ACC0088,ACC0091,1411.05,D048,56.138.252.38,Germany,0.25,2025-10-03 17:37:19
ACC0291,ACC0109,127.37,D024,204.59.76.240,Canada,0.2,2025-10-01 16:50:30
ACC0226,ACC0056,168.82,D082,41.80.26.97,Germany,0.25,2025-09-13 07:07:41
ACC0300,ACC0121,1348.88,D062,25.78.202.254,India,0.25,2025-09-12 04:59:01
ACC0299,ACC0022,14044.77,D013,248.134.131.203,Panama,0.85,2025-09-28 05:13:57
ACC0220,ACC0173,1998.9,D048,250.102.180.112,Cayman Islands,0.9,2025-09-30 05:28:25
ACC0030,ACC0183,16.14,D043,112.195.223.237,UK,0.3,2025-09-18 14:21:04
ACC0014,ACC0063,1902.61,D068,73.104.125.168,Singapore,0.35,2025-10-04 22:12:41
ACC0264,ACC0212,16.23,D085,251.218.92.14,Canada,0.2,2025-09-29 08:14:02
ACC0024,ACC0167,474.78,D087,199.166.213.30,India,0.25,2025-09-28 18:24:09
ACC0220,ACC0244,1471.21,D085,59.192.46.232,UK,0.3,2025-10-07 02:28:17
ACC0293,ACC0259,1000.87,D005,223.182.150.233,Germany,0.25,2025-10-04 12:25:44
ACC0087,ACC0229,1328.66,D015,64.53.202.251,India,0.25,2025-09-16 04:45:35
ACC0055,ACC0223,328.87,D092,241.108.206.81,USA,0.2,2025-09-22 13:19:15
ACC0132,ACC0244,1334.3,D086,172.195.135.33,UK,0.3,2025-09-28 00:18:20
ACC0115,ACC0295,138.69,D099,243.193.200.198,UAE,0.4,2025-09-30 09:13:09
ACC0288,ACC0224,525.6,D030,38.32.97.199,Canada,0.2,2025-10-10 14:31:39
ACC0097,ACC0060,263.56,D074,107.157.198.10,Cayman Islands,0.9,2025-09-26 22:40:16
ACC0032,ACC0275,1959.9,D025,103.214.183.249,Panama,0.85,2025-09-17 23:43:22
ACC0267,ACC0114,28.29,D014,90.47.218.251,Panama,0.85,2025-09-26 06:23:19
ACC0113,ACC0256,303.38,D088,201.180.227.215,India,0.25,2025-09-13 12:34:39
ACC0164,ACC0159,554.17,D065,156.132.171.222,UK,0.3,2025-09-22 07:52:43
ACC0254,ACC0150,127.04,D091,49.221.193.63,Panama,0.85,2025-09-22 18:47:30
ACC0027,ACC0092,605.21,D063,243.227.50.15,Panama,0.85,2025-10-08 10:57:50
ACC0201,ACC0173,1980.73,D055,110.28.145.196,India,0.25,2025-09-25 14:19:46
ACC0145,ACC0100,793.61,D090,202.212.158.231,France,0.3,2025-09-14 11:37:20
ACC0156,ACC0235,1158.54,D084,133.84.239.47,Germany,0.25,2025-09-22 00:57:34
ACC0112,ACC0101,730.83,D095,36.183.211.229,USA,0.2,2025-09-19 00:32:13
ACC0193,ACC0219,1852.71,D087,131.55.251.23,Germany,0.25,2025-09-17 13:16:59
ACC0264,ACC0174,1939.76,D076,113.72.18.40,Panama,0.85,2025-09-23 13:10:51
ACC0204,ACC0251,1909.57,D039,106.208.187.213,UAE,0.4,2025-09-16 04:58:07
ACC0238,ACC0196,740.97,D036,31.41.135.174,India,0.25,2025-10-06 14:27:51
ACC0116,ACC0012,1974.83,D076,187.200.34.213,UAE,0.4,2025-10-10 15:19:05
ACC0093,ACC0197,603.74,D062,93.26.192.242,Panama,0.85,2025-10-07 22:48:35
ACC0095,ACC0208,793.66,D090,210.217.145.135,USA,0.2,2025-09-14 23:02:59
ACC0266,ACC0300,1509.48,D069,178.239.40.56,UK,0.3,2025-10-10 22:34:09
ACC0093,ACC0003,1603.02,D072,42.157.62.177,India,0.25,2025-09-19 16:23:15
ACC0045,ACC0288,178.37,D033,86.103.149.53,USA,0.2,2025-10-02 09:27:16
ACC0001,ACC0128,1892.97,D039,210.85.178.146,USA,0.2,2025-10-03 10:56:01
ACC0072,ACC0296,1050.11,D063,100.165.147.140,Cayman Islands,0.9,2025-09-22 01:02:41
ACC0051,ACC0023,384.27,D031,223.65.255.44,USA,0.2,2025-10-11 02:06:47
ACC0283,ACC0111,562.02,D076,118.29.150.75,Cayman Islands,0.9,2025-09-24 12:16:18
ACC0196,ACC0084,175.68,D052,118.250.187.46,India,0.25,2025-10-07 20:56:16
ACC0105,ACC0037,1990.76,D081,59.192.105.154,Singapore,0.35,2025-10-06 16:25:13
ACC0084,ACC0215,1984.97,D020,16.164.73.29,Cayman Islands,0.9,2025-09-24 23:16:58
ACC0064,ACC0273,819.49,D015,32.102.242.95,France,0.3,2025-09-25 02:55:37
ACC0075,ACC0116,204.91,D036,66.106.253.36,USA,0.2,2025-09-17 20:27:22
ACC0090,ACC0270,1181.77,D094,34.145.99.189,Singapore,0.35,2025-10-09 15:10:35
ACC0145,ACC0283,9769.95,D035,56.98.216.199,Panama,0.85,2025-10-07 16:01:07
ACC0283,ACC0207,12703.48,D062,178.42.46.106,Cayman Islands,0.9,2025-10-09 09:49:13
ACC0137,ACC0028,1417.93,D093,165.117.190.127,Cayman Islands,0.9,2025-09-20 17:53:47
ACC0225,ACC0182,580.77,D060,143.251.193.235,France,0.3,2025-09-22 23:05:37
ACC0157,ACC0045,1543.45,D040,172.30.29.196,Panama,0.85,2025-09-23 12:13:38
ACC0048,ACC0085,178.32,D074,247.136.216.233,USA,0.2,2025-09-12 09:01:27
ACC0218,ACC0261,964.52,D094,183.237.146.188,Germany,0.25,2025-09-17 21:50:25
ACC0208,ACC0008,1822.66,D079,192.118.189.146,Canada,0.2,2025-09-28 14:35:20
ACC0126,ACC0271,94.29,D088,53.182.248.235,UAE,0.4,2025-10-07 06:30:17
ACC0116,ACC0090,1680.42,D010,253.23.118.136,Cayman Islands,0.9,2025-09-30 06:14:29
ACC0088,ACC0192,1828.95,D015,148.227.206.229,Cayman Islands,0.9,2025-09-17 13:53:14
ACC0149,ACC0154,14467.65,D062,65.246.88.247,Panama,0.85,2025-10-06 21:11:56
ACC0019,ACC0238,11905.31,D080,100.37.11.99,Panama,0.85,2025-09-20 21:27:13
ACC0206,ACC0182,867.3,D002,145.141.240.49,UK,0.3,2025-10-01 19:05:11
ACC0064,ACC0250,1541.2,D001,130.111.105.86,Germany,0.25,2025-09-29 13:13:56
ACC0220,ACC0094,226.3,D069,224.122.51.45,Singapore,0.35,2025-09-29 00:41:54
ACC0223,ACC0003,230.22,D046,44.111.117.200,Canada,0.2,2025-09-27 22:27:21
ACC0017,ACC0083,1897.27,D086,78.40.117.135,Canada,0.2,2025-10-08 13:30:16
ACC0254,ACC0066,1008.7,D042,225.221.109.43,Panama,0.85,2025-09-17 04:24:43
ACC0056,ACC0011,15266.56,D017,183.222.97.119,Cayman Islands,0.9,2025-10-10 20:13:14
ACC0005,ACC0223,571.62,D062,119.73.168.49,Singapore,0.35,2025-10-06 16:12:06
ACC0096,ACC0128,1729.69,D036,73.180.220.119,UK,0.3,2025-09-21 11:43:53
ACC0243,ACC0053,1226.09,D090,228.161.171.172,France,0.3,2025-09-19 01:50:33
ACC0118,ACC0062,86.35,D017,247.47.119.14,Panama,0.85,2025-10-11 18:48:02
ACC0103,ACC0047,820.52,D007,172.69.66.96,Panama,0.85,2025-10-02 12:58:42
ACC0246,ACC0032,1291.31,D066,78.103.81.251,Panama,0.85,2025-09-28 21:32:14
ACC0215,ACC0127,14906.46,D041,64.83.130.81,Panama,0.85,2025-10-11 07:12:47
ACC0052,ACC0221,1897.17,D024,87.38.34.181,Singapore,0.35,2025-09-12 12:28:51
ACC0283,ACC0067,1485.17,D043,209.160.145.164,Cayman Islands,0.9,2025-09-29 21:30:02
ACC0122,ACC0142,774.26,D027,43.171.200.164,UAE,0.4,2025-09-17 16:47:13
ACC0022,ACC0098,1851.75,D025,149.168.97.87,India,0.25,2025-10-04 21:02:43
ACC0104,ACC0274,97.18,D093,150.192.74.238,Germany,0.25,2025-10-09 01:24:52
ACC0178,ACC0188,1822.59,D058,117.144.248.253,UK,0.3,2025-10-06 07:36:52
ACC0012,ACC0086,1396.45,D077,21.254.154.25,Singapore,0.35,2025-09-21 02:09:09
ACC0204,ACC0254,1741.81,D088,52.122.202.140,France,0.3,2025-09-30 12:07:54
ACC0288,ACC0200,550.27,D052,50.156.65.161,UAE,0.4,2025-09-12 06:53:18
ACC0263,ACC0234,525.08,D065,85.191.78.151,France,0.3,2025-09-17 15:19:46
ACC0088,ACC0115,7222.09,D006,247.44.79.233,Panama,0.85,2025-09-14 08:35:21
ACC0128,ACC0108,12.79,D069,164.104.93.31,UK,0.3,2025-10-08 12:30:57
ACC0136,ACC0069,596.84,D053,170.218.12.220,UAE,0.4,2025-09-29 02:43:55
ACC0113,ACC0144,1943.49,D023,232.209.250.209,Singapore,0.35,2025-10-10 04:06:45
ACC0055,ACC0196,1741.35,D084,151.62.219.123,Singapore,0.35,2025-09-22 13:37:38
ACC0167,ACC0138,1263.3,D027,111.49.124.69,UAE,0.4,2025-10-02 22:05:54
ACC0189,ACC0076,996.96,D062,218.230.55.58,UK,0.3,2025-10-09 12:15:49
ACC0252,ACC0093,51.88,D083,55.219.110.185,Singapore,0.35,2025-10-11 08:43:41
ACC0097,ACC0036,858.53,D019,175.113.35.195,UK,0.3,2025-10-07 10:18:20
ACC0071,ACC0007,17398.43,D078,43.73.207.31,Cayman Islands,0.9,2025-09-24 20:24:23
ACC0074,ACC0007,1089.32,D002,228.191.31.61,UK,0.3,2025-09-18 14:46:44
ACC0246,ACC0289,621.7,D057,72.24.149.187,Germany,0.25,2025-09-24 20:10:25
ACC0279,ACC0064,214.6,D003,140.236.224.116,USA,0.2,2025-09-18 17:48:50
ACC0001,ACC0115,860.0,D004,177.83.67.245,Canada,0.2,2025-09-30 12:49:23
ACC0058,ACC0252,456.8,D022,82.101.29.167,UK,0.3,2025-09-28 01:22:54
ACC0061,ACC0185,1212.97,D011,145.95.163.56,USA,0.2,2025-10-02 12:00:35
ACC0077,ACC0155,703.29,D080,244.137.179.104,Singapore,0.35,2025-09-24 17:46:43
ACC0040,ACC0002,647.31,D020,194.213.211.132,Germany,0.25,2025-09-15 02:59:24
ACC0058,ACC0296,297.89,D055,42.56.206.108,Singapore,0.35,2025-09-28 23:22:59
ACC0164,ACC0254,1389.91,D055,213.172.95.45,India,0.25,2025-09-23 19:04:04
ACC0197,ACC0215,1082.11,D071,147.220.68.108,India,0.25,2025-09-15 21:59:09
ACC0298,ACC0216,1555.42,D068,66.189.32.70,UAE,0.4,2025-09-29 09:59:10
ACC0002,ACC0105,1121.17,D003,245.38.25.243,Cayman Islands,0.9,2025-09-28 19:35:00
ACC0185,ACC0072,296.84,D038,248.243.117.72,India,0.25,2025-09-22 02:05:27
ACC0115,ACC0029,243.3,D096,46.106.197.16,Germany,0.25,2025-10-02 11:23:08
ACC0191,ACC0028,1328.87,D090,224.162.232.50,UK,0.3,2025-09-13 07:43:59
ACC0076,ACC0188,17466.02,D019,48.205.56.130,Panama,0.85,2025-09-18 15:48:24
ACC0271,ACC0154,1447.89,D061,175.187.13.83,Panama,0.85,2025-09-17 06:11:57
ACC0080,ACC0031,1212.31,D083,51.12.111.223,USA,0.2,2025-10-02 10:07:05
ACC0233,ACC0284,1839.11,D092,191.68.118.248,Singapore,0.35,2025-09-19 11:15:00
ACC0140,ACC0048,1956.07,D067,64.112.168.24,Panama,0.85,2025-09-22 11:36:31
ACC0201,ACC0095,1214.12,D096,187.129.132.90,France,0.3,2025-10-01 12:32:23
ACC0195,ACC0085,1296.83,D007,37.36.29.102,Cayman Islands,0.9,2025-10-11 03:19:53
ACC0172,ACC0015,333.89,D031,64.162.12.203,Singapore,0.35,2025-09-26 20:42:54
ACC0097,ACC0283,488.27,D026,155.154.21.154,USA,0.2,2025-10-05 08:14:24
ACC0024,ACC0025,10349.74,D041,255.111.138.59,Panama,0.85,2025-09-27 02:57:04
ACC0201,ACC0183,669.32,D017,138.35.138.216,UK,0.3,2025-09-19 03:32:39
ACC0013,ACC0196,7418.35,D062,30.236.170.33,Panama,0.85,2025-09-23 02:21:46
ACC0111,ACC0073,1986.9,D099,196.165.176.143,Germany,0.25,2025-09-28 10:20:30
ACC0230,ACC0068,727.03,D044,120.20.238.192,Singapore,0.35,2025-09-30 16:11:26
ACC0123,ACC0107,159.25,D079,170.137.34.216,UAE,0.4,2025-09-12 13:58:21
ACC0074,ACC0159,1002.84,D071,53.249.85.51,UK,0.3,2025-09-15 03:58:42
ACC0144,ACC0296,187.57,D047,207.127.76.131,Cayman Islands,0.9,2025-09-24 06:51:23
ACC0227,ACC0072,981.64,D016,83.112.114.229,UAE,0.4,2025-09-18 02:50:30
ACC0226,ACC0188,1904.57,D066,184.115.139.125,UAE,0.4,2025-09-24 14:46:49
ACC0022,ACC0030,1402.49,D095,49.228.36.84,Canada,0.2,2025-09-30 02:25:41
ACC0082,ACC0292,453.87,D052,181.33.99.129,UK,0.3,2025-10-04 14:23:35
ACC0274,ACC0239,368.74,D014,255.246.111.206,UK,0.3,2025-10-02 21:10:44
ACC0103,ACC0206,641.4,D043,134.64.189.199,UK,0.3,2025-10-04 23:24:00
ACC0059,ACC0143,1094.71,D059,47.173.64.91,USA,0.2,2025-10-09 10:34:22
ACC0017,ACC0195,1581.22,D008,64.23.64.232,Cayman Islands,0.9,2025-09-12 23:17:39
ACC0217,ACC0139,176.35,D033,113.30.86.233,Germany,0.25,2025-10-03 18:30:27
ACC0215,ACC0269,376.32,D028,239.240.119.97,Singapore,0.35,2025-09-26 06:29:00
ACC0085,ACC0102,968.43,D045,210.51.188.121,Panama,0.85,2025-09-29 01:48:38
ACC0293,ACC0200,1568.31,D002,29.195.180.158,France,0.3,2025-10-11 18:51:11
ACC0075,ACC0166,38.23,D086,249.47.137.231,Cayman Islands,0.9,2025-09-27 05:12:21
ACC0059,ACC0209,1447.35,D034,251.223.229.42,France,0.3,2025-10-03 16:04:11
ACC0297,ACC0050,1493.96,D005,188.149.208.52,Canada,0.2,2025-10-11 00:42:50
ACC0194,ACC0111,1905.23,D045,157.254.13.104,Canada,0.2,2025-09-29 12:24:55
ACC0009,ACC0155,1639.91,D040,137.176.126.115,France,0.3,2025-10-01 18:41:58
ACC0181,ACC0278,1948.4,D055,247.55.127.119,France,0.3,2025-09-29 23:16:55
ACC0091,ACC0284,1090.1,D077,226.178.186.184,Germany,0.25,2025-10-03 02:16:52
ACC0146,ACC0051,18987.45,D012,137.201.202.169,Cayman Islands,0.9,2025-10-08 07:13:29
ACC0052,ACC0228,1613.68,D065,228.117.64.67,UAE,0.4,2025-10-03 22:14:46
ACC0283,ACC0196,1714.12,D015,99.213.243.128,Canada,0.2,2025-10-01 21:40:04
ACC0203,ACC0004,1020.05,D048,178.77.88.224,Canada,0.2,2025-10-01 23:44:38
ACC0124,ACC0003,40.9,D054,105.225.219.142,USA,0.2,2025-10-10 23:33:05
ACC0163,ACC0172,1985.73,D022,110.59.167.174,UAE,0.4,2025-09-30 22:48:45
ACC0027,ACC0296,1879.39,D055,196.54.113.241,Germany,0.25,2025-09-27 07:12:23
ACC0265,ACC0082,208.16,D056,139.40.171.157,Canada,0.2,2025-09-30 21:17:29
ACC0134,ACC0284,415.49,D021,121.12.170.207,Cayman Islands,0.9,2025-10-10 15:47:42
ACC0079,ACC0015,1841.98,D080,107.16.200.197,France,0.3,2025-09-18 04:39:49
ACC0233,ACC0184,1308.52,D024,59.147.225.72,Canada,0.2,2025-09-30 05:05:26
ACC0134,ACC0027,1870.6,D036,173.158.231.36,UK,0.3,2025-09-17 05:48:31
ACC0236,ACC0063,572.1,D014,33.29.136.226,Germany,0.25,2025-09-29 09:37:21
ACC0107,ACC0201,1592.93,D013,134.255.170.29,India,0.25,2025-09-22 01:34:36
ACC0215,ACC0193,1619.01,D041,12.241.55.178,India,0.25,2025-10-09 09:30:33
ACC0017,ACC0061,972.98,D044,149.11.50.143,Cayman Islands,0.9,2025-09-24 05:04:45
